ID,ECO_ACT_ECO_ACT,ENV_OB_ID,CRITER_CRITER,LVL1_VAR,LVL1_VAL,LVL2_VAR,LVL2_VAL,LVL3_VAR,LVL3_VAL,LVL4_VAR,LVL4_VAL,SUBST
186,EA_C_MA,POL,POL_NNCF_5,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,New,NOX
187,EA_C_MA,POL,POL_SECF_22,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,Existing,SO2
188,EA_C_MA,POL,POL_SECP_20,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,PCBOL,TYP_PLANT,Existing,SO2
189,EA_C_MA,POL,POL_SNCF_21,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,New,SO2
190,EA_C_MA,POL,POL_SNCP_19,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,PCBOL,TYP_PLANT,New,SO2
191,EA_C_MA,POL,POL_HEC_26,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,Existing,HCI
192,EA_C_MA,POL,POL_HEC_30,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,Existing,HIF
193,EA_C_MA,POL,POL_HNC_25,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,New,HCI
194,EA_C_MA,POL,POL_HNC_29,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,New,HIF
195,EA_C_MA,POL,POL_DEC_36,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,Existing,dust
196,EA_C_MA,POL,POL_DNC_35,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,New,dust
197,EA_C_MA,POL,POL_MEC_44,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,Existing,Mercury
198,EA_C_MA,POL,POL_MNC_43,TYP_COMB,COAL,COMB_RANGE,300-1000,COMB_UNIT,FLBOL,TYP_PLANT,New,Mercury
199,EA_C_MA,POL,POL_HEC_26,TYP_COMB,COAL,COMB_RANGE,>=1000,COMB_UNIT,FLBOL,TYP_PLANT,Existing,HCI
200,EA_C_MA,POL,POL_HEC_30,TYP_COMB,COAL,COMB_RANGE,>=1000,COMB_UNIT,FLBOL,TYP_PLANT,Existing,HIF
201,EA_C_MA,POL,POL_HNC_25,TYP_COMB,COAL,COMB_RANGE,>=1000,COMB_UNIT,FLBOL,TYP_PLANT,New,HCI
202,EA_C_MA,POL,POL_HNC_29,TYP_COMB,COAL,COMB_RANGE,>=1000,COMB_UNIT,FLBOL,TYP_PLANT,New,HIF
203,EA_C_MA,POL,POL_DEC_38,TYP_COMB,COAL,COMB_RANGE,>=1000,COMB_UNIT,FLBOL,TYP_PLANT,Existing,dust
204,EA_C_MA,POL,POL_DNC_37,TYP_COMB,COAL,COMB_RANGE,>=1000,COMB_UNIT,FLBOL,TYP_PLANT,New,dust
205,EA_C_MA,POL,POL_MEC_44,TYP_COMB,COAL,COMB_RANGE,>=1000,COMB_UNIT,FLBOL,TYP_PLANT,Existing,Mercury
206,EA_C_MA,POL,POL_MNC_43,TYP_COMB,COAL,COMB_RANGE,>=1000,COMB_UNIT,FLBOL,TYP_PLANT,New,Mercury
207,EA_C_MA,POL,POL_CEF_150,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,Existing,CO
208,EA_C_MA,POL,POL_CNF_149,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,New,CO
209,EA_C_MA,POL,POL_CEF_150,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,Existing,CO
210,EA_C_MA,POL,POL_CNF_149,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,New,CO
211,EA_C_MA,POL,POL_DEF_162,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,Existing,dust
212,EA_C_MA,POL,POL_DNF_161,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,New,dust
213,EA_C_MA,POL,POL_HEF_154,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,Existing,HCI
214,EA_C_MA,POL,POL_HEF_158,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,Existing,HF
215,EA_C_MA,POL,POL_HNF_153,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,New,HCI
216,EA_C_MA,POL,POL_HNF_157,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,New,HF
217,EA_C_MA,POL,POL_HEF_154,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,Existing,HCI
218,EA_C_MA,POL,POL_HEF_158,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,Existing,HF
219,EA_C_MA,POL,POL_HNF_153,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,New,HCI
220,EA_C_MA,POL,POL_HNF_157,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,New,HF
221,EA_C_MA,POL,POL_NNFG_147,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,New,NOX
222,EA_C_MA,POL,POL_NNFM_145,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,New,NOX
223,EA_C_MA,POL,POL_NEFG_148,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,Existing,NOX
224,EA_C_MA,POL,POL_NEFM_146,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,Existing,NOX
225,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,New,PCDD/F
226,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,New,PCDD/F
227,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,Existing,PCDD/F
228,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,Existing,PCDD/F
229,EA_C_MA,POL,POL_SEF_152,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,Existing,SO2
230,EA_C_MA,POL,POL_SNF_151,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,New,SO2
231,EA_C_MA,POL,POL_SEF_152,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,Existing,SO2
232,EA_C_MA,POL,POL_SNF_151,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,New,SO2
233,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,Existing,TVOC
234,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,GAS,TYP_PLANT,New,TVOC
235,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,Existing,TVOC
236,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,<100,FUEL,MIXGL,TYP_PLANT,New,TVOC
237,EA_C_MA,POL,POL_CEF_150,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,Existing,CO
238,EA_C_MA,POL,POL_CNF_149,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,New,CO
239,EA_C_MA,POL,POL_CEF_150,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,Existing,CO
240,EA_C_MA,POL,POL_CNF_149,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,New,CO
241,EA_C_MA,POL,POL_DEF_164,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,Existing,dust
242,EA_C_MA,POL,POL_DNF_163,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,New,dust
243,EA_C_MA,POL,POL_HEF_156,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,Existing,HCI
244,EA_C_MA,POL,POL_HEF_160,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,Existing,HF
245,EA_C_MA,POL,POL_HNF_155,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,New,HCI
246,EA_C_MA,POL,POL_HNF_159,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,New,HF
247,EA_C_MA,POL,POL_HEF_156,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,Existing,HCI
248,EA_C_MA,POL,POL_HEF_160,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,Existing,HF
249,EA_C_MA,POL,POL_HNF_155,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,New,HCI
250,EA_C_MA,POL,POL_HNF_159,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,New,HF
251,EA_C_MA,POL,POL_NNFG_147,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,New,NOX
252,EA_C_MA,POL,POL_NNFM_145,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,New,NOX
253,EA_C_MA,POL,POL_NEFG_148,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,Existing,NOX
254,EA_C_MA,POL,POL_NEFM_146,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,Existing,NOX
255,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,New,PCDD/F
256,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,New,PCDD/F
257,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,Existing,PCDD/F
258,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,Existing,PCDD/F
259,EA_C_MA,POL,POL_SEF_152,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,Existing,SO2
260,EA_C_MA,POL,POL_SNF_151,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,New,SO2
261,EA_C_MA,POL,POL_SEF_152,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,Existing,SO2
262,EA_C_MA,POL,POL_SNF_151,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,New,SO2
263,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,Existing,TVOC
264,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,GAS,TYP_PLANT,New,TVOC
265,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,Existing,TVOC
266,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,>=300,FUEL,MIXGL,TYP_PLANT,New,TVOC
267,EA_C_MA,POL,POL_CEF_150,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,Existing,CO
268,EA_C_MA,POL,POL_CNF_149,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,New,CO
269,EA_C_MA,POL,POL_CEF_150,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,Existing,CO
270,EA_C_MA,POL,POL_CNF_149,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,New,CO
271,EA_C_MA,POL,POL_DEF_162,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,Existing,dust
272,EA_C_MA,POL,POL_DNF_161,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,New,dust
273,EA_C_MA,POL,POL_HEF_156,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,Existing,HCI
274,EA_C_MA,POL,POL_HEF_160,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,Existing,HF
275,EA_C_MA,POL,POL_HNF_155,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,New,HCI
276,EA_C_MA,POL,POL_HNF_159,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,New,HF
277,EA_C_MA,POL,POL_HEF_156,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,Existing,HCI
278,EA_C_MA,POL,POL_HEF_160,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,Existing,HF
279,EA_C_MA,POL,POL_HNF_155,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,New,HCI
280,EA_C_MA,POL,POL_HNF_159,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,New,HF
281,EA_C_MA,POL,POL_NNFG_147,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,New,NOX
282,EA_C_MA,POL,POL_NNFM_145,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,New,NOX
283,EA_C_MA,POL,POL_NEFG_148,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,Existing,NOX
284,EA_C_MA,POL,POL_NEFM_146,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,Existing,NOX
285,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,New,PCDD/F
286,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,New,PCDD/F
287,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,Existing,PCDD/F
288,EA_C_MA,POL,POL_PF_165,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,Existing,PCDD/F
289,EA_C_MA,POL,POL_SEF_152,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,Existing,SO2
290,EA_C_MA,POL,POL_SNF_151,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,New,SO2
291,EA_C_MA,POL,POL_SEF_152,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,Existing,SO2
292,EA_C_MA,POL,POL_SNF_151,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,New,SO2
293,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,Existing,TVOC
294,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,GAS,TYP_PLANT,New,TVOC
295,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,Existing,TVOC
296,EA_C_MA,POL,POL_TF_166,TYP_COMB,FCB,COMB_RANGE,100-300,FUEL,MIXGL,TYP_PLANT,New,TVOC
297,EA_C_MA,POL,POL_CEGG_144,TYP_COMB,GFGT,TYP_PLANT,Existing,,,,,CO
298,EA_C_MA,POL,POL_CNGG_143,TYP_COMB,GFGT,TYP_PLANT,New,,,,,CO
299,EA_C_MA,POL,POL_NEGG_142,TYP_COMB,GFGT,TYP_PLANT,Existing,,,,,NOX
300,EA_C_MA,POL,POL_NNGG_141,TYP_COMB,GFGT,TYP_PLANT,New,,,,,NOX
301,EA_C_MA,POL,POL_DEG_112,TYP_COMB,GOGT,TYP_PLANT,Existing,,,,,dust
302,EA_C_MA,POL,POL_DNG_111,TYP_COMB,GOGT,TYP_PLANT,New,,,,,dust
303,EA_C_MA,POL,POL_SEG_110,TYP_COMB,GOGT,TYP_PLANT,Existing,,,,,SO2
304,EA_C_MA,POL,POL_SNG_109,TYP_COMB,GOGT,TYP_PLANT,New,,,,,SO2
305,EA_C_MA,POL,POL_CEH_90,TYP_COMB,HGOB,COMB_RANGE,<100,TYP_PLANT,Existing,,,CO
306,EA_C_MA,POL,POL_CEH_92,TYP_COMB,HGOB,COMB_RANGE,100-300,TYP_PLANT,Existing,,,CO
307,EA_C_MA,POL,POL_CEH_92,TYP_COMB,HGOB,COMB_RANGE,>=300,TYP_PLANT,Existing,,,CO
308,EA_C_MA,POL,POL_CNH_89,TYP_COMB,HGOB,COMB_RANGE,<100,TYP_PLANT,New,,,CO
309,EA_C_MA,POL,POL_CNH_91,TYP_COMB,HGOB,COMB_RANGE,100-300,TYP_PLANT,New,,,CO
310,EA_C_MA,POL,POL_CNH_91,TYP_COMB,HGOB,COMB_RANGE,>=300,TYP_PLANT,New,,,CO
311,EA_C_MA,POL,POL_DEH_100,TYP_COMB,HGOB,COMB_RANGE,<100,TYP_PLANT,Existing,,,dust
312,EA_C_MA,POL,POL_DEH_100,TYP_COMB,HGOB,COMB_RANGE,100-300,TYP_PLANT,Existing,,,dust
313,EA_C_MA,POL,POL_DEH_98,TYP_COMB,HGOB,COMB_RANGE,>=300,TYP_PLANT,Existing,,,dust
314,EA_C_MA,POL,POL_DNH_97,TYP_COMB,HGOB,COMB_RANGE,<100,TYP_PLANT,New,,,dust
315,EA_C_MA,POL,POL_DNH_97,TYP_COMB,HGOB,COMB_RANGE,100-300,TYP_PLANT,New,,,dust
316,EA_C_MA,POL,POL_DNH_99,TYP_COMB,HGOB,COMB_RANGE,>=300,TYP_PLANT,New,,,dust
317,EA_C_MA,POL,POL_NEH_86,TYP_COMB,HGOB,COMB_RANGE,<100,TYP_PLANT,Existing,,,NOX
318,EA_C_MA,POL,POL_NEH_88,TYP_COMB,HGOB,COMB_RANGE,100-300,TYP_PLANT,Existing,,,NOX
319,EA_C_MA,POL,POL_NEH_88,TYP_COMB,HGOB,COMB_RANGE,>=300,TYP_PLANT,Existing,,,NOX
320,EA_C_MA,POL,POL_NNH_85,TYP_COMB,HGOB,COMB_RANGE,<100,TYP_PLANT,New,,,NOX
321,EA_C_MA,POL,POL_NNH_87,TYP_COMB,HGOB,COMB_RANGE,100-300,TYP_PLANT,New,,,NOX
322,EA_C_MA,POL,POL_NNH_87,TYP_COMB,HGOB,COMB_RANGE,>=300,TYP_PLANT,New,,,NOX
323,EA_C_MA,POL,POL_SEH_94,TYP_COMB,HGOB,COMB_RANGE,<100,TYP_PLANT,Existing,,,SO2
324,EA_C_MA,POL,POL_SEH_94,TYP_COMB,HGOB,COMB_RANGE,100-300,TYP_PLANT,Existing,,,SO2
325,EA_C_MA,POL,POL_SEH_96,TYP_COMB,HGOB,COMB_RANGE,>=300,TYP_PLANT,Existing,,,SO2
326,EA_C_MA,POL,POL_SNH_93,TYP_COMB,HGOB,COMB_RANGE,<100,TYP_PLANT,New,,,SO2
327,EA_C_MA,POL,POL_SNH_93,TYP_COMB,HGOB,COMB_RANGE,100-300,TYP_PLANT,New,,,SO2
328,EA_C_MA,POL,POL_SNH_95,TYP_COMB,HGOB,COMB_RANGE,>=300,TYP_PLANT,New,,,SO2
329,EA_C_MA,POL,POL_CEH_104,TYP_COMB,HGORE,COMB_RANGE,<50,TYP_PLANT,Existing,,,CO
330,EA_C_MA,POL,POL_CNH_103,TYP_COMB,HGORE,COMB_RANGE,>=50,TYP_PLANT,New,,,CO
331,EA_C_MA,POL,POL_CEH_104,TYP_COMB,HGORE,COMB_RANGE,<50,TYP_PLANT,Existing,,,CO
332,EA_C_MA,POL,POL_CNH_103,TYP_COMB,HGORE,COMB_RANGE,>=50,TYP_PLANT,New,,,CO
333,EA_C_MA,POL,POL_DEH_108,TYP_COMB,HGORE,COMB_RANGE,>=50,TYP_PLANT,Existing,,,dust
334,EA_C_MA,POL,POL_DNH_107,TYP_COMB,HGORE,COMB_RANGE,>=50,TYP_PLANT,New,,,dust
335,EA_C_MA,POL,POL_NEH_102,TYP_COMB,HGORE,COMB_RANGE,>=50,TYP_PLANT,Existing,,,NOX
336,EA_C_MA,POL,POL_NNH_101,TYP_COMB,HGORE,COMB_RANGE,>=50,TYP_PLANT,New,,,NOX
337,EA_C_MA,POL,POL_SEH_106,TYP_COMB,HGORE,COMB_RANGE,<50,TYP_PLANT,Existing,,,SO2
338,EA_C_MA,POL,POL_SNH_105,TYP_COMB,HGORE,COMB_RANGE,>=50,TYP_PLANT,New,,,SO2
339,EA_C_MA,POL,POL_SEH_106,TYP_COMB,HGORE,COMB_RANGE,<50,TYP_PLANT,Existing,,,SO2
340,EA_C_MA,POL,POL_SNH_105,TYP_COMB,HGORE,COMB_RANGE,>=50,TYP_PLANT,New,,,SO2
341,EA_C_MA,POL,POL_CEIB_130,TYP_COMB,IRONSTG,COMB_UNIT,BOILER,TYP_PLANT,Existing,,,CO
342,EA_C_MA,POL,POL_CEIC_132,TYP_COMB,IRONSTG,COMB_UNIT,CCGT,TYP_PLANT,Existing,,,CO
343,EA_C_MA,POL,POL_CNIB_129,TYP_COMB,IRONSTG,COMB_UNIT,BOILER,TYP_PLANT,New,,,CO
344,EA_C_MA,POL,POL_CNIC_131,TYP_COMB,IRONSTG,COMB_UNIT,CCGT,TYP_PLANT,New,,,CO
345,EA_C_MA,POL,POL_DEIB_138,TYP_COMB,IRONSTG,COMB_UNIT,BOILER,TYP_PLANT,Existing,,,dust
346,EA_C_MA,POL,POL_DEIC_140,TYP_COMB,IRONSTG,COMB_UNIT,CCGT,TYP_PLANT,Existing,,,dust
347,EA_C_MA,POL,POL_DNIB_137,TYP_COMB,IRONSTG,COMB_UNIT,BOILER,TYP_PLANT,New,,,dust
348,EA_C_MA,POL,POL_DNIC_139,TYP_COMB,IRONSTG,COMB_UNIT,CCGT,TYP_PLANT,New,,,dust
349,EA_C_MA,POL,POL_NEIB_126,TYP_COMB,IRONSTG,COMB_UNIT,BOILER,TYP_PLANT,Existing,,,NOX
350,EA_C_MA,POL,POL_NEIC_128,TYP_COMB,IRONSTG,COMB_UNIT,CCGT,TYP_PLANT,Existing,,,NOX
351,EA_C_MA,POL,POL_NNIB_125,TYP_COMB,IRONSTG,COMB_UNIT,BOILER,TYP_PLANT,New,,,NOX
352,EA_C_MA,POL,POL_NNIC_127,TYP_COMB,IRONSTG,COMB_UNIT,CCGT,TYP_PLANT,New,,,NOX
353,EA_C_MA,POL,POL_SEIB_134,TYP_COMB,IRONSTG,COMB_UNIT,BOILER,TYP_PLANT,Existing,,,SO2
354,EA_C_MA,POL,POL_SEIC_136,TYP_COMB,IRONSTG,COMB_UNIT,CCGT,TYP_PLANT,Existing,,,SO2
355,EA_C_MA,POL,POL_SNIB_133,TYP_COMB,IRONSTG,COMB_UNIT,BOILER,TYP_PLANT,New,,,SO2
356,EA_C_MA,POL,POL_SNIC_135,TYP_COMB,IRONSTG,COMB_UNIT,CCGT,TYP_PLANT,New,,,SO2
357,EA_C_MA,POL,POL_CENB_118,TYP_COMB,NGGT,COMB_UNIT,BOILER,TYP_PLANT,Existing,,,CO
358,EA_C_MA,POL,POL_CENE_120,TYP_COMB,NGGT,COMB_UNIT,ENGINE,TYP_PLANT,Existing,,,CO
359,EA_C_MA,POL,POL_CNNB_117,TYP_COMB,NGGT,COMB_UNIT,BOILER,TYP_PLANT,New,,,CO
360,EA_C_MA,POL,POL_CNNE_119,TYP_COMB,NGGT,COMB_UNIT,ENGINE,TYP_PLANT,New,,,CO
361,EA_C_MA,POL,POL_NENB_114,TYP_COMB,NGGT,COMB_UNIT,BOILER,TYP_PLANT,Existing,,,NOX
362,EA_C_MA,POL,POL_NENE_116,TYP_COMB,NGGT,COMB_UNIT,ENGINE,TYP_PLANT,Existing,,,NOX
363,EA_C_MA,POL,POL_NNNB_113,TYP_COMB,NGGT,COMB_UNIT,BOILER,TYP_PLANT,New,,,NOX
364,EA_C_MA,POL,POL_NNNE_115,TYP_COMB,NGGT,COMB_UNIT,ENGINE,TYP_PLANT,New,,,NOX
365,EA_C_MA,POL,POL_CEN_122,TYP_COMB,NGSL,COMB_RANGE,>=50,TYP_PLANT,Existing,,,CH4
366,EA_C_MA,POL,POL_CNN_121,TYP_COMB,NGSL,COMB_RANGE,>=50,TYP_PLANT,New,,,CH4
367,EA_C_MA,POL,POL_FEN_124,TYP_COMB,NGSL,COMB_RANGE,>=50,TYP_PLANT,Existing,,,Formaldehyde
368,EA_C_MA,POL,POL_FNN_123,TYP_COMB,NGSL,COMB_RANGE,>=50,TYP_PLANT,New,,,Formaldehyde
369,EA_C_MA,POL,POL_CES_54,TYP_COMB,SBIOP,COMB_RANGE,<100,TYP_PLANT,Existing,,,CO
370,EA_C_MA,POL,POL_CES_56,TYP_COMB,SBIOP,COMB_RANGE,100-300,TYP_PLANT,Existing,,,CO
371,EA_C_MA,POL,POL_CES_58,TYP_COMB,SBIOP,COMB_RANGE,>=300,TYP_PLANT,Existing,,,CO
372,EA_C_MA,POL,POL_CNS_53,TYP_COMB,SBIOP,COMB_RANGE,<100,TYP_PLANT,New,,,CO
373,EA_C_MA,POL,POL_CNS_55,TYP_COMB,SBIOP,COMB_RANGE,100-300,TYP_PLANT,New,,,CO
374,EA_C_MA,POL,POL_CNS_57,TYP_COMB,SBIOP,COMB_RANGE,>=300,TYP_PLANT,New,,,CO
375,EA_C_MA,POL,POL_DES_78,TYP_COMB,SBIOP,COMB_RANGE,<100,TYP_PLANT,Existing,,,dust
376,EA_C_MA,POL,POL_DES_80,TYP_COMB,SBIOP,COMB_RANGE,100-300,TYP_PLANT,Existing,,,dust
377,EA_C_MA,POL,POL_DES_82,TYP_COMB,SBIOP,COMB_RANGE,>=300,TYP_PLANT,Existing,,,dust
378,EA_C_MA,POL,POL_DNS_77,TYP_COMB,SBIOP,COMB_RANGE,<100,TYP_PLANT,New,,,dust
379,EA_C_MA,POL,POL_DNS_79,TYP_COMB,SBIOP,COMB_RANGE,100-300,TYP_PLANT,New,,,dust
380,EA_C_MA,POL,POL_DNS_81,TYP_COMB,SBIOP,COMB_RANGE,>=300,TYP_PLANT,New,,,dust
381,EA_C_MA,POL,POL_HES_66,TYP_COMB,SBIOP,COMB_RANGE,<100,TYP_PLANT,Existing,,,HCI
382,EA_C_MA,POL,POL_HES_68,TYP_COMB,SBIOP,COMB_RANGE,100-300,TYP_PLANT,Existing,,,HCI
