CONT_MEAS,CRITER,CRITER_DESCR,CRIT_UNIT,CRIT_U,CRIT_L,SUBST,COND_GHGU,COND_GHGL,COND_UNIT,ENGN_CATG,VEH_CATG,VEH_SCATG,POWER_L,POWER_U,IGN_TYP,EMS_STG,TYR_CLASS,ENGF_CLASS,VERF_EPREL,RM,RM_L,RM_U,COMBP_L,COMBP_U,OPH_L,TYP_COMB,COMB_UNIT,CALC_MEAS,TYP_PLANT,LADEN_L,LADEN_U,ENERGYV,CRITICALITY
GHG,DNSH_POL_LC1PM,Stage V emission limits for engine category RLL-c-1 for PM mass,G/KWH          ,0,0,PM MASS     ,25,,         ,RLL-C-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RV1CO,Stage V emission limits for engine category RLR-v-1 for CO,G/KWH          ,0,0,CO          ,35,,         ,RLR-V-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RV1HC,Stage V emission limits for engine category RLR-v-1 for HC,G/KWH          ,0,0,HC          ,19,,         ,RLR-V-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RV1NO,Stage V emission limits for engine category RLR-v-1 for NOX,G/KWH          ,0,0,NOX         ,2,,         ,RLR-V-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RV1PM,Stage V emission limits for engine category RLR-v-1 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,RLR-V-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RC1CO,Stage V emission limits for engine category RLR-c-1 for CO,G/KWH          ,0,0,CO          ,35,,         ,RLR-C-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RC1HC,Stage V emission limits for engine category RLR-c-1 for HC,G/KWH          ,0,0,HC          ,19,,         ,RLR-C-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RC1NO,Stage V emission limits for engine category RLR-c-1 for NOX,G/KWH          ,0,0,NOX         ,2,,         ,RLR-C-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RC1PM,Stage V emission limits for engine category RLR-c-1 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,RLR-C-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCA_CVA,Climate risk and vulnerability assessment,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
PERC,DNSH_CEC_RRY,Minimum reusable or recyclable percentage by weight,%              ,0,0,            ,,,         ,         ,N1      ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
PERC,DNSH_CEC_RRV,Minimum reusable or recoverable percentage by weight,%              ,0,0,            ,,,         ,         ,N1      ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
PERC,DNSH_CEC_RRY,Minimum reusable or recyclable percentage by weight,%              ,0,0,            ,,,         ,         ,M1      ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
PERC,DNSH_CEC_RRV,Minimum reusable or recoverable percentage by weight,%              ,0,0,            ,,,         ,         ,M1      ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_BIO_BWM,International Convention for the Control and Management of Ships' Ballast Water and Sediments (BWM),INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_BIO_IMBG,IMO Biofouling Guidelines,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_BIO_NGES,No harm to the achievement of good environmental status,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_MPCO,"Emission limits for vehicle category M, ignition type PI, reference mass class and CO",MG/KM          ,0,0,CO          ,1000,,         ,         ,M       ,,0,0,PI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_MCCO,"Emission limits for vehicle category M, ignition type CI, reference mass class and CO",MG/KM          ,0,0,CO          ,500,,         ,         ,M       ,,0,0,CI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_MPHC,"Emission limits for vehicle category M, ignition type PI, reference mass class and HC",MG/KM          ,0,0,HC          ,100,,         ,         ,M       ,,0,0,PI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_MPNO,"Emission limits for vehicle category M, ignition type PI, reference mass class and NOX",MG/KM          ,0,0,NOX         ,60,,         ,         ,M       ,,0,0,PI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_MCNO,"Emission limits for vehicle category M, ignition type CI, reference mass class and NOX",MG/KM          ,0,0,NOX         ,80,,         ,         ,M       ,,0,0,CI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_MPPM,"Emission limits for vehicle category M, ignition type PI, reference mass class and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,M       ,,0,0,PI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_MCPM,"Emission limits for vehicle category M, ignition type CI, reference mass class and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,M       ,,0,0,CI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PC1,"Emission limits for vehicle category N1, ignition type PI, reference mass class I and CO",MG/KM          ,0,0,CO          ,1000,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,I  ,0,1305,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CC1,"Emission limits for vehicle category N1, ignition type CI, reference mass class I and CO",MG/KM          ,0,0,CO          ,500,,         ,         ,N1      ,,0,0,CI     ,       ,         ,          ,          ,I  ,0,1305,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PH1,"Emission limits for vehicle category N1, ignition type PI, reference mass class I and HC",MG/KM          ,0,0,HC          ,100,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,I  ,0,1305,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PN1,"Emission limits for vehicle category N1, ignition type PI, reference mass class I and NOX",MG/KM          ,0,0,NOX         ,60,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,I  ,0,1305,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CN1,"Emission limits for vehicle category N1, ignition type CI, reference mass class I and NOX",MG/KM          ,0,0,NOX         ,80,,         ,         ,N1      ,,0,0,CI     ,       ,         ,          ,          ,I  ,0,1305,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PP1,"Emission limits for vehicle category N1, ignition type PI, reference mass class I and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,I  ,0,1305,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CP1,"Emission limits for vehicle category N1, ignition type CI, reference mass class I and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,N1      ,,0,0,CI     ,       ,         ,          ,          ,I  ,0,1305,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PC2,"Emission limits for vehicle category N1, ignition type PI, reference mass class II and CO",MG/KM          ,0,0,CO          ,1810,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,II ,1305,1760,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CC2,"Emission limits for vehicle category N1, ignition type CI, reference mass class II and CO",MG/KM          ,0,0,CO          ,630,,         ,         ,N1      ,,0,0,CI     ,       ,         ,          ,          ,II ,1305,1760,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PH2,"Emission limits for vehicle category N1, ignition type PI, reference mass class II and HC",MG/KM          ,0,0,HC          ,130,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,II ,1305,1760,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PN2,"Emission limits for vehicle category N1, ignition type PI, reference mass class II and NOX",MG/KM          ,0,0,NOX         ,60,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,II ,1305,1760,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CN2,"Emission limits for vehicle category N1, ignition type CI, reference mass class II and NOX",MG/KM          ,0,0,NOX         ,80,,         ,         ,N1      ,,0,0,CI     ,       ,         ,          ,          ,II ,1305,1760,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PP2,"Emission limits for vehicle category N1, ignition type PI, reference mass class II and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,II ,1305,1760,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CP2,"Emission limits for vehicle category N1, ignition type CI, reference mass class II and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,N1      ,,0,0,CI     ,       ,         ,          ,          ,II ,1305,1760,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PC3,"Emission limits for vehicle category N2, ignition type PI, reference mass class and CO",MG/KM          ,0,0,CO          ,2270,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,III,1760,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CC3,"Emission limits for vehicle category N2, ignition type CI, reference mass class and CO",MG/KM          ,0,0,CO          ,740,,         ,         ,N1      ,,0,0,CI     ,       ,         ,          ,          ,III,1760,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PH3,"Emission limits for vehicle category N2, ignition type PI, reference mass class and HC",MG/KM          ,0,0,HC          ,160,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,III,1760,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PN3,"Emission limits for vehicle category N2, ignition type PI, reference mass class and NOX",MG/KM          ,0,0,NOX         ,85,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,III,1760,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CN3,"Emission limits for vehicle category N2, ignition type CI, reference mass class and NOX",MG/KM          ,0,0,NOX         ,125,,         ,         ,N1      ,,0,0,CI     ,       ,         ,          ,          ,III,1760,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PP3,"Emission limits for vehicle category N2, ignition type PI, reference mass class and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,N1      ,,0,0,PI     ,       ,         ,          ,          ,III,1760,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CP3,"Emission limits for vehicle category N2, ignition type CI, reference mass class and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,N1      ,,0,0,CI     ,       ,         ,          ,          ,III,1760,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PC3,"Emission limits for vehicle category N2, ignition type PI, reference mass class and CO",MG/KM          ,0,0,CO          ,2270,,         ,         ,N2      ,,0,0,PI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CC3,"Emission limits for vehicle category N2, ignition type CI, reference mass class and CO",MG/KM          ,0,0,CO          ,740,,         ,         ,N2      ,,0,0,CI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PH3,"Emission limits for vehicle category N2, ignition type PI, reference mass class and HC",MG/KM          ,0,0,HC          ,160,,         ,         ,N2      ,,0,0,PI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PN3,"Emission limits for vehicle category N2, ignition type PI, reference mass class and NOX",MG/KM          ,0,0,NOX         ,85,,         ,         ,N2      ,,0,0,PI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CN3,"Emission limits for vehicle category N2, ignition type CI, reference mass class and NOX",MG/KM          ,0,0,NOX         ,125,,         ,         ,N2      ,,0,0,CI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1PP3,"Emission limits for vehicle category N2, ignition type PI, reference mass class and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,N2      ,,0,0,PI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_N1CP3,"Emission limits for vehicle category N2, ignition type CI, reference mass class and PM mass",MG/KM          ,0,0,PM MASS     ,5,,         ,         ,N2      ,,0,0,CI     ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
PERC,DNSH_POL_SOM,Percentage limit of sulphur in fuel content in mass,%              ,0,0,SOX         ,5,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
PERC,DNSH_POL_SOE,Percentage limit of sulphur in fuel content in emission control area (ECA) designated in the North and Baltic Seas by the IMO,%              ,0,0,SOX         ,1,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
PERC,DNSH_POL_NOX,Tier III engine requirement for reducing NOx emissions,%              ,0,0,NOX         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_POL_BGW,Discharges of black and grey water (Annex IV to the IMO MARPOL Convention),INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_POL_INC,International Convention on the Control of Harmful Anti-fouling Systems on Ships,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CEC_URM,Reuse and use of secondary raw materials and reused components in products manufactured,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CEC_DHD,"Design for high durability, recyclability, easy disassembly and adaptability of products manufactured",INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CEC_ITS,Information on and traceability of substances of concern throughout the life cycle of the manufactured products,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
MRYE,DNSH_CEC_MRY_LDAC,"Minimum recycling efficiency for lead-acid batteries, i.e. percentage by average weight of recycling process",%              ,0,65,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
MRYE,DNSH_CEC_MRY_NICD,"Minimum recycling efficiency for nickel-cadmium batteries, i.e. percentage by average weight of recycling process",%              ,0,75,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
MRYE,DNSH_CEC_MRY_OTHR,"Minimum recycling efficiency for other waste batteries and accumulators, i.e. percentage by average weight of recycling process",%              ,0,50,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_CCM_HMT,hot metal,TCO2E/T        ,1.443,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_CCM_STO,sintered ore,TCO2E/T        ,0.242,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_CCM_COK,coke (excluding lignite coke),TCO2E/T        ,0.237,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_CCM_IRC,iron casting,TCO2E/T        ,0.39,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_CCM_EFA,electric Arc Furnace (EAF) high alloy steel,TCO2E/T        ,0.36,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_CCM_EFC,electric Arc Furnace (EAF) carbon steel,TCO2E/T        ,0.276,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
STEEL,DNSH_CCM_HAS,high alloy steel,%              ,0,70,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
STEEL,DNSH_CCM_CST,carbon steel,%              ,0,90,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_RISK,The physical climate risks that are material to the activity have been identified,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_RISK_SCREEN,Screening of the activity to identify which physical climate risks may affect the performance of the economic activity during its expected lifetime,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_RISK_MAT,Climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_ADS_ASM,Assessment of adaptation solutions that can reduce the identified physical climate risk,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_CVA_SCALE10,"For activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale",INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_CVA_OTR,The assessment is performed using the highest available resolution,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_CP_BP,The climate projections and assessment of impacts are based on best practice and available guidance,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_ADS_EXAST,"For existing activities and new activities using existing physical assets, the economic operator implements physical and non-physical solutions (�adaptation solutions�) that reduce the most important identified physical climate risks",INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_ADS_NEWAST,"For new activities and existing activities using newly-built physical assets, the economic operator integrates the adaptation solutions that reduce the most important identified physical climate risks that are material to that activity",INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_ADS,Implementation of adaptation solutions,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_ADS_RES,The adaptation solutions implemented do not adversely affect the adaptation efforts or the level of resilience to physical climate risks,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_ADS_NBS,The adaptation solutions implemented favour nature-based solutions or rely on blue or green infrastructure to the extent possible,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CCM_ADS_STRG,"The adaptation solutions implemented are consistent with local, sectoral, regional or national adaptation plans and strategies",INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
BAT-AEL,DNSH_POL_NNC_1,Pollution from NOX of new COLIG,MG/NM3         ,100,150,NOX         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,100,0,COLIG   ,         ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_NEC_2,Pollution from NOX of existing COLIG,MG/NM3         ,100,270,NOX         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,100,1500,COLIG   ,         ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_NNC_3,Pollution from NOX of new COLIG,MG/NM3         ,50,100,NOX         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,100,0,0,COLIG   ,         ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_NEC_4,Pollution from NOX of existing COLIG,MG/NM3         ,100,180,NOX         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,100,0,1500,COLIG   ,         ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_NNCF_5,Pollution from NOX of new COLIG,MG/NM3         ,50,85,NOX         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,100,0,COLIG   ,FBCCLIG  ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_NECF_6,Pollution from NOX of existing COLIG,MG/NM3         ,85,150,NOX         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,100,1500,COLIG   ,FBCCLIG  ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_NNCC_7,Pollution from NOX of new COLIG,MG/NM3         ,65,85,NOX         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,100,0,0,COLIG   ,COALPC   ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_NECC_8,Pollution from NOX of existing COLIG,MG/NM3         ,65,150,NOX         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,100,0,1500,COLIG   ,COALPC   ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_CNC_9,Pollution from CO of new COLIG,MG/NM3         ,30,140,CO          ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,300,100,0,COLIG   ,         ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_CEC_10,Pollution from CO of existing COLIG,MG/NM3         ,30,140,CO          ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,300,100,1500,COLIG   ,         ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_CNCF_11,Pollution from CO of new COLIG,MG/NM3         ,30,100,CO          ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,300,1000,0,COLIG   ,FBCCLIG  ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_CECF_12,Pollution from CO of existing COLIG,MG/NM3         ,30,100,CO          ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,300,1000,1500,COLIG   ,FBCCLIG  ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_CNCC_13,Pollution from CO of new COLIG,MG/NM3         ,5,100,CO          ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,1000,0,COLIG   ,COALPC   ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_CECC_14,Pollution from CO of existing COLIG,MG/NM3         ,5,100,CO          ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,1000,1500,COLIG   ,COALPC   ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_SNC_15,Pollution from SO2 of new COLIG,MG/NM3         ,150,200,SO2         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,300,0,0,COLIG   ,         ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_SEC_16,Pollution from SO2 of existing COLIG,MG/NM3         ,150,360,SO2         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,300,0,1500,COLIG   ,         ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_SNC_17,Pollution from SO2 of new COLIG,MG/NM3         ,80,150,SO2         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,300,0,0,COLIG   ,         ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_SEC_18,Pollution from SO2 of existing COLIG,MG/NM3         ,95,200,SO2         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,300,0,1500,COLIG   ,         ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_SNCP_19,Pollution from SO2 of new COLIG,MG/NM3         ,10,75,SO2         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,300,0,COLIG   ,PCBOL    ,YEARLY AVERAGE,NEW      ,,,,
BAT-AEL,DNSH_POL_SECP_20,Pollution from SO2 of existing COLIG,MG/NM3         ,10,130,SO2         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,300,1500,COLIG   ,PCBOL    ,YEARLY AVERAGE,EXISTING ,,,,
BAT-AEL,DNSH_POL_SNCF_21,Pollution from SO2 of new COLIG,MG/NM3         ,20,75,SO2         ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,300,0,COLIG   ,FLBOL    ,YEARLY AVERAGE,NEW      ,,,,
