CONT_MEAS,CRITER,CRITER_DESCR,CRIT_UNIT,CRIT_U,CRIT_L,SUBST,COND_GHGU,COND_GHGL,COND_UNIT,ENGN_CATG,VEH_CATG,VEH_SCATG,POWER_L,POWER_U,IGN_TYP,EMS_STG,TYR_CLASS,ENGF_CLASS,VERF_EPREL,RM,RM_L,RM_U,COMBP_L,COMBP_U,OPH_L,TYP_COMB,COMB_UNIT,CALC_MEAS,TYP_PLANT,LADEN_L,LADEN_U,ENERGYV,CRITICALITY
IMPL,DNSH_WAT_NEW_PERM,Plant does not permanently compromise the achievement of good status/potential in any of the water bodies�,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_WAT_NEW_MEAS,Technically feasible and ecologically relevant mitigation measures have been implemented,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_WAT_NEW_MEAS_FISH,Ensure downstream and upstream fish migration,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_WAT_NEW_MEAS_ECO,Ensure minimum ecological flow,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_WAT_NEW_MEAS_HAB,Protect or enhance habitats,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_WAT_NEW_MEAS_MON,Effectiveness of those measures is monitored,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_WAT_NEW_COMPEN,"Where relevant, compensatory measures are implemented",INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_CCM_GHG,The direct GHG emissions of the activity,GCO2E/KWH.     ,270,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CEC_WHM,"Comply with the waste hierachy, in particular during maintenance",INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RLCO,Stage V emission limits for engine category RLL for CO,G/KWH          ,0,0,CO          ,35,,         ,RLL      ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RLHC,Stage V emission limits for engine category RLL for HC,G/KWH          ,0,0,HC          ,0,,         ,RLL      ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RLNO,Stage V emission limits for engine category RLL for NOX,G/KWH          ,0,0,NOX         ,0,,         ,RLL      ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RLPM,Stage V emission limits for engine category RLL for PM mass,G/KWH          ,0,0,PM MASS     ,25,,         ,RLL      ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RRCO,Stage V emission limits for engine category RLR for CO,G/KWH          ,0,0,CO          ,35,,         ,RLR      ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RRHC,Stage V emission limits for engine category RLR for HC,G/KWH          ,0,0,HC          ,19,,         ,RLR      ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RRNO,Stage V emission limits for engine category RLR for NOX,G/KWH          ,0,0,NOX         ,2,,         ,RLR      ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RRPM,Stage V emission limits for engine category RLR for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,RLR      ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_RRPN,Stage V emission limits for engine category RLR for PN,#/KWH          ,0,0,PN          ,1.00E+12,,         ,RLR      ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CEC_WHF,"Comply with the waste hierachy, the end-of-life of the fleet, including through reuse and recycling of batteries and electronics (in particular critical raw materials therein)",INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_RAC2,External rolling noise requirement for tyre class C2 with energy efficiency class A,N/KN           ,0,0,            ,55,,         ,         ,M       ,,0,0,       ,       ,C2       ,A         ,          ,A  ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_RBC2,External rolling noise requirement for tyre class C2 with energy efficiency class B,N/KN           ,0,0,            ,67,,         ,         ,M       ,,0,0,       ,       ,C2       ,B         ,          ,B  ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_RCC2,External rolling noise requirement for tyre class C2 with energy efficiency class C,N/KN           ,0,0,            ,8,,         ,         ,M       ,,0,0,       ,       ,C2       ,C         ,          ,C  ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_RDC2,External rolling noise requirement for tyre class C2 with energy efficiency class D,N/KN           ,0,0,            ,9,,         ,         ,M       ,,0,0,       ,       ,C2       ,D         ,          ,D  ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_REC2,External rolling noise requirement for tyre class C2 with energy efficiency class E,N/KN           ,0,0,            ,,,         ,         ,M       ,,0,0,       ,       ,C2       ,E         ,          ,E  ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_RAC3,External rolling noise requirement for tyre class C3 with energy efficiency class A,N/KN           ,0,0,            ,4,,         ,         ,M       ,,0,0,       ,       ,C3       ,A         ,          ,A  ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_RBC3,External rolling noise requirement for tyre class C3 with energy efficiency class B,N/KN           ,0,0,            ,5,,         ,         ,M       ,,0,0,       ,       ,C3       ,B         ,          ,B  ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_RCC3,External rolling noise requirement for tyre class C3 with energy efficiency class C,N/KN           ,0,0,            ,6,,         ,         ,M       ,,0,0,       ,       ,C3       ,C         ,          ,C  ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_RDC3,External rolling noise requirement for tyre class C3 with energy efficiency class D,N/KN           ,0,0,            ,7,,         ,         ,M       ,,0,0,       ,       ,C3       ,D         ,          ,D  ,0,0,0,0,0,        ,         ,              ,         ,,,,
RRNR,DNSH_POL_REC3,External rolling noise requirement for tyre class C3 with energy efficiency class E,N/KN           ,0,0,            ,,,         ,         ,M       ,,0,0,       ,       ,C3       ,E         ,          ,E  ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_POL_EPRL,European Product Registry for Energy Labelling,INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
PERC,DNSH_CEC_RRY,Minimum reusable or recyclable percentage by weight,%              ,0,0,            ,,,         ,         ,N       ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
PERC,DNSH_CEC_RRV,Minimum reusable or recoverable percentage by weight,%              ,0,0,            ,,,         ,         ,N       ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CEC_MHR,"Comply with the waste hierachy, the end-of-life of the vessel, including the control and management of hazardous materials on board of ships and ensuring their safe recycling",INDICATOR (Y/N),0,0,            ,,,         ,         ,        ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
IMPL,DNSH_CEC_WHF,"Comply with the waste hierachy, the end-of-life of the fleet, including through reuse and recycling of batteries and electronics (in particular critical raw materials therein)",INDICATOR (Y/N),0,0,            ,,,         ,         ,BV      ,,0,0,       ,       ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV1CO,Stage V emission limits for engine category NRE-v-1 for CO,G/KWH          ,0,0,CO          ,8,,         ,NRE-V-1  ,        ,,0,8,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV1HC,Stage V emission limits for engine category NRE-v-1 for HC,G/KWH          ,0,0,HC          ,0,,         ,NRE-V-1  ,        ,,0,8,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV1NO,Stage V emission limits for engine category NRE-v-1 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,NRE-V-1  ,        ,,0,8,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV1PM,Stage V emission limits for engine category NRE-v-1 for PM mass,G/KWH          ,0,0,PM MASS     ,4,,         ,NRE-V-1  ,        ,,0,8,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC1CO,Stage V emission limits for engine category NRE-c-1 for CO,G/KWH          ,0,0,CO          ,8,,         ,NRE-C-1  ,        ,,0,8,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC1HC,Stage V emission limits for engine category NRE-c-1 for HC,G/KWH          ,0,0,HC          ,0,,         ,NRE-C-1  ,        ,,0,8,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC1NO,Stage V emission limits for engine category NRE-c-1 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,NRE-C-1  ,        ,,0,8,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC1PM,Stage V emission limits for engine category NRE-c-1 for PM mass,G/KWH          ,0,0,PM MASS     ,4,,         ,NRE-C-1  ,        ,,0,8,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV2CO,Stage V emission limits for engine category NRE-v-2 for CO,G/KWH          ,0,0,CO          ,66,,         ,NRE-V-2  ,        ,,8,19,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV2HC,Stage V emission limits for engine category NRE-v-2 for HC,G/KWH          ,0,0,HC          ,0,,         ,NRE-V-2  ,        ,,8,19,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV2NO,Stage V emission limits for engine category NRE-v-2 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,NRE-V-2  ,        ,,8,19,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV2PM,Stage V emission limits for engine category NRE-v-2 for PM mass,G/KWH          ,0,0,PM MASS     ,4,,         ,NRE-V-2  ,        ,,8,19,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC2CO,Stage V emission limits for engine category NRE-c-2 for CO,G/KWH          ,0,0,CO          ,66,,         ,NRE-C-2  ,        ,,8,19,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC2HC,Stage V emission limits for engine category NRE-c-2 for HC,G/KWH          ,0,0,HC          ,0,,         ,NRE-C-2  ,        ,,8,19,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC2NO,Stage V emission limits for engine category NRE-c-2 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,NRE-C-2  ,        ,,8,19,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC2PM,Stage V emission limits for engine category NRE-c-2 for PM mass,G/KWH          ,0,0,PM MASS     ,4,,         ,NRE-C-2  ,        ,,8,19,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV3CO,Stage V emission limits for engine category NRE-v-3 for CO,G/KWH          ,0,0,CO          ,5,,         ,NRE-V-3  ,        ,,19,37,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV3HC,Stage V emission limits for engine category NRE-v-3 for HC,G/KWH          ,0,0,HC          ,0,,         ,NRE-V-3  ,        ,,19,37,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV3NO,Stage V emission limits for engine category NRE-v-3 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,NRE-V-3  ,        ,,19,37,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV3PM,Stage V emission limits for engine category NRE-v-3 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,NRE-V-3  ,        ,,19,37,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC3CO,Stage V emission limits for engine category NRE-c-3 for CO,G/KWH          ,0,0,CO          ,5,,         ,NRE-C-3  ,        ,,19,37,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC3HC,Stage V emission limits for engine category NRE-c-3 for HC,G/KWH          ,0,0,HC          ,0,,         ,NRE-C-3  ,        ,,19,37,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC3NO,Stage V emission limits for engine category NRE-c-3 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,NRE-C-3  ,        ,,19,37,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC3PM,Stage V emission limits for engine category NRE-c-3 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,NRE-C-3  ,        ,,19,37,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV4CO,Stage V emission limits for engine category NRE-v-4 for CO,G/KWH          ,0,0,CO          ,5,,         ,NRE-V-4  ,        ,,37,56,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV4HC,Stage V emission limits for engine category NRE-v-4 for HC,G/KWH          ,0,0,HC          ,0,,         ,NRE-V-4  ,        ,,37,56,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV4NO,Stage V emission limits for engine category NRE-v-4 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,NRE-V-4  ,        ,,37,56,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV4PM,Stage V emission limits for engine category NRE-v-4 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,NRE-V-4  ,        ,,37,56,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC4CO,Stage V emission limits for engine category NRE-c-4 for CO,G/KWH          ,0,0,CO          ,5,,         ,NRE-C-4  ,        ,,37,56,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC4HC,Stage V emission limits for engine category NRE-c-4 for HC,G/KWH          ,0,0,HC          ,0,,         ,NRE-C-4  ,        ,,37,56,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC4NO,Stage V emission limits for engine category NRE-c-4 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,NRE-C-4  ,        ,,37,56,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC4PM,Stage V emission limits for engine category NRE-c-4 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,NRE-C-4  ,        ,,37,56,CI     ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV5CO,Stage V emission limits for engine category NRE-v-5 for CO,G/KWH          ,0,0,CO          ,5,,         ,NRE-V-5  ,        ,,56,130,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV5HC,Stage V emission limits for engine category NRE-v-5 for HC,G/KWH          ,0,0,HC          ,19,,         ,NRE-V-5  ,        ,,56,130,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV5NO,Stage V emission limits for engine category NRE-v-5 for NOX,G/KWH          ,0,0,NOX         ,4,,         ,NRE-V-5  ,        ,,56,130,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV5PM,Stage V emission limits for engine category NRE-v-5 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,NRE-V-5  ,        ,,56,130,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC5CO,Stage V emission limits for engine category NRE-c-5 for CO,G/KWH          ,0,0,CO          ,5,,         ,NRE-C-5  ,        ,,56,130,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC5HC,Stage V emission limits for engine category NRE-c-5 for HC,G/KWH          ,0,0,HC          ,19,,         ,NRE-C-5  ,        ,,56,130,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC5NO,Stage V emission limits for engine category NRE-c-5 for NOX,G/KWH          ,0,0,NOX         ,4,,         ,NRE-C-5  ,        ,,56,130,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC5PM,Stage V emission limits for engine category NRE-c-5 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,NRE-C-5  ,        ,,56,130,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV6CO,Stage V emission limits for engine category NRE-v-6 for CO,G/KWH          ,0,0,CO          ,35,,         ,NRE-V-6  ,        ,,130,560,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV6HC,Stage V emission limits for engine category NRE-v-6 for HC,G/KWH          ,0,0,HC          ,19,,         ,NRE-V-6  ,        ,,130,560,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV6NO,Stage V emission limits for engine category NRE-v-6 for NOX,G/KWH          ,0,0,NOX         ,4,,         ,NRE-V-6  ,        ,,130,560,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV6PM,Stage V emission limits for engine category NRE-v-6 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,NRE-V-6  ,        ,,130,560,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC6CO,Stage V emission limits for engine category NRE-c-6 for CO,G/KWH          ,0,0,CO          ,35,,         ,NRE-C-6  ,        ,,130,560,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC6HC,Stage V emission limits for engine category NRE-c-6 for HC,G/KWH          ,0,0,HC          ,19,,         ,NRE-C-6  ,        ,,130,560,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC6NO,Stage V emission limits for engine category NRE-c-6 for NOX,G/KWH          ,0,0,NOX         ,4,,         ,NRE-C-6  ,        ,,130,560,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC6PM,Stage V emission limits for engine category NRE-c-6 for PM mass,G/KWH          ,0,0,PM MASS     ,15,,         ,NRE-C-6  ,        ,,130,560,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV7CO,Stage V emission limits for engine category NRE-v-7 for CO,G/KWH          ,0,0,CO          ,35,,         ,NRE-V-7  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV7HC,Stage V emission limits for engine category NRE-v-7 for HC,G/KWH          ,0,0,HC          ,19,,         ,NRE-V-7  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV7NO,Stage V emission limits for engine category NRE-v-7 for NOX,G/KWH          ,0,0,NOX         ,35,,         ,NRE-V-7  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NV7PM,Stage V emission limits for engine category NRE-v-7 for PM mass,G/KWH          ,0,0,PM MASS     ,45,,         ,NRE-V-7  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC7CO,Stage V emission limits for engine category NRE-c-7 for CO,G/KWH          ,0,0,CO          ,35,,         ,NRE-C-7  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC7HC,Stage V emission limits for engine category NRE-c-7 for HC,G/KWH          ,0,0,HC          ,19,,         ,NRE-C-7  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC7NO,Stage V emission limits for engine category NRE-c-7 for NOX,G/KWH          ,0,0,NOX         ,35,,         ,NRE-C-7  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_NC7PM,Stage V emission limits for engine category NRE-c-7 for PM mass,G/KWH          ,0,0,PM MASS     ,45,,         ,NRE-C-7  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_GV1CO,Stage V emission limits for engine category NRG-v-1 for CO,G/KWH          ,0,0,CO          ,35,,         ,NRG-V-1  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_GV1HC,Stage V emission limits for engine category NRG-v-1 for HC,G/KWH          ,0,0,HC          ,19,,         ,NRG-V-1  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_GV1NO,Stage V emission limits for engine category NRG-v-1 for NOX,G/KWH          ,0,0,NOX         ,67,,         ,NRG-V-1  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_GV1PM,Stage V emission limits for engine category NRG-v-1 for PM mass,G/KWH          ,0,0,PM MASS     ,35,,         ,NRG-V-1  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_GC1CO,Stage V emission limits for engine category NRG-c-1 for CO,G/KWH          ,0,0,CO          ,35,,         ,NRG-C-1  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_GC1HC,Stage V emission limits for engine category NRG-c-1 for HC,G/KWH          ,0,0,HC          ,19,,         ,NRG-C-1  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_GC1NO,Stage V emission limits for engine category NRG-c-1 for NOX,G/KWH          ,0,0,NOX         ,67,,         ,NRG-C-1  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_GC1PM,Stage V emission limits for engine category NRG-c-1 for PM mass,G/KWH          ,0,0,PM MASS     ,35,,         ,NRG-C-1  ,        ,,560,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_LV1CO,Stage V emission limits for engine category RLL-v-1 for CO,G/KWH          ,0,0,CO          ,35,,         ,RLL-V-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_LV1HC,Stage V emission limits for engine category RLL-v-1 for HC,G/KWH          ,0,0,HC          ,0,,         ,RLL-V-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_LV1NO,Stage V emission limits for engine category RLL-v-1 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,RLL-V-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_LV1PM,Stage V emission limits for engine category RLL-v-1 for PM mass,G/KWH          ,0,0,PM MASS     ,25,,         ,RLL-V-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_LC1CO,Stage V emission limits for engine category RLL-c-1 for CO,G/KWH          ,0,0,CO          ,35,,         ,RLL-C-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_LC1HC,Stage V emission limits for engine category RLL-c-1 for HC,G/KWH          ,0,0,HC          ,0,,         ,RLL-C-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
GHG,DNSH_POL_LC1NO,Stage V emission limits for engine category RLL-c-1 for NOX,G/KWH          ,0,0,NOX         ,0,,         ,RLL-C-1  ,        ,,0,0,ALL    ,V      ,         ,          ,          ,   ,0,0,0,0,0,        ,         ,              ,         ,,,,
